Time	Fx	Fy	Fz	Mx	My	Mz
0.069000	-0.08457591	-0.66684234	0.81647092	-0.14424543	0.49337816	0.50020909
0.070000	-0.08457591	-0.00912102	-0.49897191	0.00374189	0.29606181	0.35222176
0.071000	-0.08457591	-0.17355138	-0.17011073	-0.14424543	0.39471999	0.35222176
0.072000	0.24428475	0.15530922	0.81647092	0.00374189	0.29606181	0.42621544
0.073000	0.24428475	-0.00912102	1.14533114	-0.14424543	0.69069457	0.50020909
0.074000	-0.24900626	-0.33798173	0.48761070	-0.14424543	0.88801098	0.13024084
0.075000	0.40871507	-0.17355138	0.15874952	0.00374189	0.49337816	0.57420272
0.076000	-0.41343656	0.31973970	0.48761070	0.00374189	0.69069457	0.13024084
0.077000	-0.08457591	-0.17355138	0.81647092	-0.14424543	0.59203637	0.57420272
0.078000	-0.08457591	0.15530922	0.15874952	-0.29223275	0.59203637	0.57420272
0.079000	0.07985439	-0.33798173	0.15874952	0.29971641	0.69069457	0.64819634
0.080000	-0.08457591	-0.00912102	0.15874952	-0.14424543	0.98666918	0.50020909
0.081000	0.07985439	-0.33798173	1.47419238	-0.14424543	0.59203637	0.50020909
0.082000	0.24428475	-0.50241208	0.48761070	0.29971641	0.49337816	0.27822813
0.083000	0.07985439	-0.17355138	0.15874952	0.15172911	0.29606181	0.57420272
0.084000	-0.24900626	-0.66684234	0.48761070	0.00374189	0.69069457	0.27822813
0.085000	-0.08457591	-0.33798173	0.48761070	-0.29223275	0.39471999	0.50020909
0.086000	-0.24900626	-0.17355138	0.81647092	0.29971641	0.59203637	0.27822813
0.087000	-0.08457591	-0.66684234	1.47419238	0.29971641	0.69069457	0.20423448
0.088000	-0.08457591	-0.17355138	2.13191390	-0.14424543	0.49337816	0.42621544
0.089000	0.07985439	-0.17355138	0.81647092	0.15172911	0.59203637	0.35222176
0.090000	-0.08457591	-0.66684234	1.14533114	0.00374189	0.49337816	0.42621544
0.091000	-0.41343656	-0.66684234	2.13191390	0.00374189	0.88801098	0.50020909
0.092000	-0.24900626	-0.17355138	2.78963518	-0.29223275	0.49337816	0.79618371
0.093000	0.07985439	-0.33798173	0.81647092	0.15172911	0.39471999	0.13024084
0.094000	-0.08457591	0.15530922	1.14533114	0.15172911	0.69069457	0.27822813
0.095000	-0.24900626	-0.50241208	1.14533114	-0.14424543	0.49337816	0.27822813
0.096000	-0.24900626	-0.50241208	0.48761070	0.29971641	0.69069457	0.50020909
0.097000	-0.08457591	0.15530922	1.14533114	0.44770375	0.19740361	0.27822813
0.098000	-0.24900626	-0.00912102	1.47419238	-0.14424543	0.39471999	0.35222176
0.099000	-0.08457591	-0.17355138	1.47419238	-0.14424543	0.39471999	0.50020909
0.100000	-0.41343656	-0.33798173	1.14533114	0.44770375	0.49337816	0.72219002
0.101000	-0.41343656	0.31973970	0.48761070	0.15172911	0.69069457	0.57420272
0.102000	0.07985439	-0.00912102	2.46077394	0.00374189	0.39471999	0.64819634
0.103000	-0.08457591	-0.00912102	0.48761070	0.29971641	0.49337816	0.50020909
0.104000	-0.24900626	-0.17355138	1.14533114	0.00374189	0.69069457	0.35222176
0.105000	-0.41343656	0.15530922	2.13191390	0.29971641	0.59203637	0.35222176
0.106000	0.07985439	-0.00912102	-0.17011073	0.29971641	0.59203637	0.57420272
0.107000	-0.08457591	0.31973970	0.81647092	-0.73619461	0.78935272	0.27822813
0.108000	-0.08457591	0.15530922	1.47419238	0.15172911	0.29606181	0.42621544
0.109000	0.07985439	-0.50241208	0.81647092	0.15172911	0.49337816	0.35222176
0.110000	-0.08457591	-0.00912102	1.14533114	0.15172911	0.39471999	0.42621544
0.111000	-0.41343656	-0.50241208	0.81647092	0.00374189	0.49337816	0.27822813
0.112000	0.73757571	-0.00912102	0.81647092	-0.14424543	0.39471999	0.64819634
0.113000	-0.08457591	-0.00912102	0.81647092	0.44770375	0.49337816	0.20423448
0.114000	-0.24900626	-0.00912102	0.15874952	-0.14424543	0.78935272	0.42621544
0.115000	0.07985439	-0.00912102	1.14533114	0.00374189	0.39471999	0.27822813
0.116000	0.73757571	0.15530922	0.48761070	0.44770375	0.49337816	0.27822813
0.117000	0.07985439	-0.17355138	-0.49897191	0.00374189	0.69069457	0.42621544
0.118000	0.07985439	-0.17355138	0.81647092	-0.29223275	0.39471999	0.42621544
0.119000	-0.41343656	-0.50241208	1.80305266	0.29971641	0.29606181	0.42621544
0.120000	-0.24900626	-0.17355138	1.47419238	-0.14424543	0.39471999	0.35222176
0.121000	-0.57786691	-0.50241208	1.80305266	0.00374189	0.00008722	0.42621544
0.122000	-0.41343656	-0.50241208	-0.49897191	0.44770375	0.29606181	0.27822813
0.123000	-0.41343656	0.31973970	0.48761070	0.00374189	0.39471999	0.35222176
0.124000	-0.41343656	-0.66684234	1.80305266	0.15172911	0.29606181	0.35222176
0.125000	0.07985439	-0.17355138	-0.17011073	0.29971641	0.29606181	0.57420272
0.126000	0.24428475	-0.17355138	-0.17011073	0.00374189	0.49337816	0.27822813
0.127000	0.07985439	-0.33798173	0.81647092	0.00374189	0.39471999	0.27822813
0.128000	0.07985439	-0.17355138	1.14533114	-0.14424543	0.49337816	0.27822813
0.129000	0.24428475	-0.33798173	0.48761070	-0.29223275	0.49337816	0.13024084
0.130000	0.90200603	-0.00912102	0.81647092	-0.14424543	0.29606181	0.57420272
0.131000	0.07985439	-0.50241208	0.81647092	0.00374189	0.19740361	0.05624718
0.132000	0.07985439	-0.50241208	2.46077394	0.00374189	0.39471999	0.27822813
0.133000	0.40871507	-0.17355138	-0.17011073	0.00374189	0.09874541	0.20423448
0.134000	-0.24900626	-0.17355138	0.81647092	0.00374189	0.00008722	0.27822813
0.135000	-0.41343656	-0.83127266	0.48761070	0.15172911	0.39471999	0.20423448
0.136000	0.73757571	-0.00912102	1.47419238	-0.14424543	0.19740361	0.27822813
0.137000	0.24428475	-0.00912102	-0.17011073	0.15172911	0.49337816	0.27822813
0.138000	0.07985439	-0.50241208	-0.49897191	-0.14424543	0.29606181	0.20423448
0.139000	0.24428475	-0.17355138	-0.17011073	0.00374189	0.09874541	0.13024084
0.140000	-0.24900626	-0.00912102	-0.82783216	0.00374189	0.29606181	0.13024084
0.141000	-0.08457591	-0.99570304	0.81647092	0.00374189	0.00008722	0.13024084
0.142000	0.24428475	-0.17355138	-0.17011073	0.15172911	0.09874541	0.05624718
0.143000	0.24428475	-0.33798173	0.48761070	-0.29223275	0.59203637	0.20423448
0.144000	-0.08457591	-0.50241208	1.14533114	-0.14424543	-0.09857097	0.35222176
0.145000	0.07985439	-0.33798173	-0.17011073	-0.14424543	-0.09857097	-0.09174012
0.146000	0.40871507	-0.33798173	0.48761070	-0.14424543	0.29606181	0.05624718
0.147000	0.24428475	-1.16013336	0.15874952	0.00374189	0.29606181	0.13024084
0.148000	0.24428475	-0.50241208	-0.82783216	0.15172911	0.29606181	0.20423448
0.149000	0.24428475	-0.50241208	-0.82783216	0.00374189	0.00008722	0.05624718
0.150000	0.24428475	-0.66684234	0.15874952	-0.58820730	0.19740361	-0.16573377
0.151000	0.07985439	-0.33798173	0.48761070	-0.14424543	0.39471999	0.13024084
0.152000	0.73757571	-0.66684234	-0.17011073	-0.14424543	-0.19722916	0.20423448
0.153000	0.24428475	-0.66684234	-0.49897191	0.00374189	-0.09857097	-0.01774645
0.154000	0.07985439	-0.99570304	1.14533114	0.00374189	0.29606181	-0.16573377
0.155000	0.24428475	-0.66684234	0.81647092	0.00374189	-0.09857097	-0.23972738
0.156000	0.07985439	-1.16013336	-0.17011073	0.00374189	0.09874541	0.13024084
0.157000	0.40871507	-0.83127266	-0.17011073	-0.14424543	-0.09857097	-0.23972738
0.158000	0.24428475	-0.66684234	0.48761070	-0.14424543	0.00008722	-0.23972738
0.159000	0.07985439	-0.66684234	0.48761070	0.00374189	0.09874541	0.05624718
0.160000	0.07985439	-0.99570304	1.14533114	-0.14424543	0.00008722	-0.01774645
0.161000	-0.41343656	-0.33798173	-0.49897191	0.00374189	-0.29588741	0.20423448
0.162000	-0.08457591	-0.83127266	0.81647092	0.15172911	0.00008722	-0.01774645
0.163000	-0.08457591	-0.83127266	0.81647092	-0.29223275	0.00008722	-0.09174012
0.164000	0.57314539	-0.99570304	-0.17011073	-0.44022003	-0.19722916	-0.09174012
0.165000	0.40871507	-0.66684234	0.15874952	-0.29223275	-0.09857097	0.05624718
0.166000	0.07985439	-0.17355138	0.48761070	0.00374189	0.29606181	-0.09174012
0.167000	0.40871507	-0.66684234	0.15874952	0.00374189	0.00008722	-0.23972738
0.168000	-0.08457591	-1.16013336	0.15874952	0.00374189	0.00008722	-0.01774645
0.169000	-0.08457591	-0.99570304	-0.49897191	0.00374189	-0.19722916	0.05624718
0.170000	0.24428475	-0.83127266	-0.49897191	0.00374189	-0.09857097	-0.01774645
0.171000	0.24428475	-1.32456362	-1.15669334	-0.14424543	-0.19722916	-0.09174012
0.172000	0.40871507	-0.66684234	-0.49897191	0.00374189	0.09874541	-0.09174012
0.173000	0.40871507	-0.99570304	-0.82783216	-0.14424543	0.09874541	-0.16573377
0.174000	0.73757571	-0.50241208	0.15874952	0.44770375	0.09874541	0.13024084
0.175000	0.07985439	-0.83127266	-1.15669334	-0.29223275	0.39471999	-0.09174012
0.176000	0.24428475	-0.99570304	-0.82783216	-0.29223275	-0.29588741	-0.01774645
0.177000	0.40871507	-0.99570304	0.15874952	-0.58820730	-0.19722916	-0.16573377
0.178000	-0.24900626	-1.16013336	-0.49897191	-0.14424543	0.00008722	-0.16573377
0.179000	0.40871507	-0.33798173	-0.82783216	0.00374189	0.19740361	-0.23972738
0.180000	0.24428475	-0.99570304	-0.49897191	0.15172911	0.39471999	-0.09174012
0.181000	-0.24900626	-0.99570304	-0.82783216	0.00374189	0.29606181	-0.31372103
0.182000	0.24428475	-0.83127266	-0.49897191	0.00374189	0.19740361	-0.16573377
0.183000	-0.24900626	-1.32456362	-1.15669334	-0.14424543	0.29606181	-0.38771471
0.184000	0.07985439	-0.99570304	-1.48555362	-0.29223275	-0.09857097	-0.23972738
0.185000	0.40871507	-0.33798173	-0.49897191	-0.14424543	0.49337816	-0.09174012
0.186000	0.40871507	-0.99570304	-1.48555362	0.00374189	-0.09857097	-0.16573377
0.187000	0.24428475	-0.66684234	-0.49897191	0.00374189	0.29606181	-0.09174012
0.188000	0.24428475	-0.83127266	-0.17011073	0.00374189	0.00008722	-0.01774645
0.189000	0.24428475	-0.66684234	-1.15669334	0.15172911	0.00008722	0.13024084
0.190000	0.73757571	-0.99570304	-0.49897191	-0.14424543	0.00008722	-0.23972738
0.191000	0.24428475	-0.83127266	-0.49897191	0.15172911	0.09874541	0.05624718
0.192000	0.07985439	-0.99570304	-0.17011073	0.00374189	0.19740361	-0.09174012
0.193000	0.40871507	-0.99570304	-1.15669334	0.15172911	0.29606181	0.13024084
0.194000	-0.08457591	-0.83127266	-1.48555362	-0.14424543	0.09874541	-0.09174012
0.195000	0.07985439	-1.16013336	-0.82783216	0.15172911	0.09874541	-0.16573377
0.196000	0.07985439	-1.16013336	-0.82783216	0.00374189	0.59203637	0.05624718
0.197000	0.07985439	-0.99570304	0.15874952	0.15172911	0.29606181	-0.16573377
0.198000	0.24428475	-0.50241208	0.48761070	0.00374189	0.00008722	-0.23972738
0.199000	0.24428475	-0.00912102	0.81647092	0.00374189	-0.09857097	-0.01774645
0.200000	0.24428475	-0.66684234	-0.82783216	0.15172911	-0.19722916	0.13024084
0.201000	0.07985439	-0.99570304	-0.49897191	0.00374189	0.49337816	-0.09174012
0.202000	-0.08457591	-0.66684234	0.81647092	0.00374189	0.09874541	-0.16573377
0.203000	-0.08457591	-0.50241208	-1.15669334	0.29971641	0.19740361	-0.23972738
0.204000	0.07985439	-1.16013336	0.81647092	0.00374189	0.29606181	-0.31372103
0.205000	-0.08457591	-0.33798173	-0.49897191	0.44770375	0.09874541	-0.31372103
0.206000	0.24428475	-0.66684234	-0.82783216	0.15172911	0.59203637	0.13024084
0.207000	0.40871507	-0.33798173	0.48761070	-0.14424543	0.39471999	0.13024084
0.208000	0.40871507	-0.66684234	0.15874952	-0.14424543	0.00008722	-0.01774645
0.209000	0.24428475	-0.50241208	-0.17011073	0.15172911	0.39471999	0.05624718
0.210000	0.24428475	-0.66684234	0.15874952	0.29971641	0.39471999	-0.09174012
0.211000	0.73757571	-0.17355138	-0.17011073	-0.14424543	0.09874541	0.05624718
0.212000	0.24428475	-0.00912102	0.15874952	0.15172911	0.19740361	-0.01774645
0.213000	0.07985439	-0.33798173	0.48761070	0.00374189	0.29606181	0.05624718
0.214000	0.57314539	-0.66684234	-0.49897191	0.29971641	0.29606181	-0.01774645
0.215000	0.07985439	-0.66684234	0.15874952	0.15172911	0.29606181	0.27822813
0.216000	0.57314539	-0.00912102	-0.49897191	0.29971641	0.29606181	-0.16573377
0.217000	0.24428475	-0.33798173	0.81647092	0.15172911	0.19740361	-0.09174012
0.218000	-0.24900626	-0.66684234	-0.17011073	0.44770375	0.49337816	-0.01774645
0.219000	0.07985439	-0.33798173	-0.17011073	0.00374189	0.59203637	-0.01774645
0.220000	0.07985439	-0.17355138	-0.17011073	0.29971641	0.59203637	-0.01774645
0.221000	0.24428475	-0.66684234	1.14533114	0.44770375	0.59203637	-0.23972738
0.222000	0.40871507	0.15530922	-0.82783216	0.29971641	0.19740361	-0.01774645
0.223000	0.40871507	-0.00912102	0.48761070	0.00374189	0.49337816	-0.09174012
0.224000	0.57314539	0.15530922	-0.82783216	0.29971641	0.49337816	0.05624718
0.225000	0.57314539	-0.00912102	0.81647092	0.44770375	0.49337816	-0.09174012
0.226000	0.07985439	-0.66684234	0.48761070	0.44770375	0.59203637	0.13024084
0.227000	0.57314539	-0.50241208	-0.17011073	0.29971641	1.08532739	-0.01774645
0.228000	0.07985439	-0.83127266	0.15874952	0.00374189	0.59203637	0.05624718
0.229000	0.24428475	-0.17355138	-0.17011073	0.15172911	0.49337816	-0.16573377
0.230000	-0.08457591	-0.50241208	1.47419238	0.44770375	0.29606181	0.05624718
0.231000	-0.08457591	-0.50241208	-0.17011073	0.44770375	0.59203637	0.13024084
0.232000	0.07985439	-0.50241208	0.48761070	0.15172911	0.78935272	0.13024084
0.233000	0.24428475	-0.33798173	0.15874952	0.29971641	0.69069457	0.20423448
0.234000	-0.08457591	-0.50241208	0.48761070	0.29971641	0.59203637	0.27822813
0.235000	0.90200603	-0.33798173	-0.82783216	0.74367827	0.59203637	-0.01774645
0.236000	0.73757571	-0.83127266	2.13191390	0.44770375	0.78935272	0.13024084
0.237000	0.57314539	-0.00912102	0.81647092	0.29971641	0.69069457	0.35222176
0.238000	0.40871507	-0.17355138	-0.49897191	0.59569108	0.59203637	0.13024084
0.239000	0.24428475	-0.17355138	-0.17011073	0.44770375	0.69069457	0.20423448
0.240000	0.40871507	-0.33798173	-0.82783216	0.29971641	0.49337816	0.20423448
0.241000	0.73757571	-0.17355138	1.14533114	0.29971641	0.59203637	0.05624718
0.242000	0.40871507	0.31973970	0.15874952	0.00374189	0.78935272	0.13024084
0.243000	0.90200603	-0.00912102	1.14533114	0.29971641	0.49337816	0.42621544
0.244000	0.57314539	-0.50241208	1.14533114	0.15172911	0.88801098	0.13024084
0.245000	0.07985439	0.48416981	0.81647092	0.59569108	0.59203637	0.27822813
0.246000	0.24428475	0.31973970	-0.17011073	0.59569108	0.59203637	0.05624718
0.247000	0.40871507	-0.17355138	0.48761070	0.29971641	0.49337816	0.20423448
0.248000	0.24428475	-0.33798173	0.15874952	0.29971641	0.69069457	0.13024084
0.249000	0.07985439	-0.50241208	1.80305266	0.59569108	0.39471999	0.13024084
0.250000	0.73757571	-0.33798173	0.48761070	0.44770375	0.78935272	0.27822813
0.251000	0.24428475	0.48416981	-0.82783216	0.59569108	0.69069457	0.05624718
0.252000	0.57314539	0.15530922	0.15874952	0.44770375	0.69069457	0.20423448
0.253000	0.24428475	0.15530922	-0.82783216	0.29971641	0.78935272	0.20423448
0.254000	1.23086667	-0.33798173	0.48761070	0.15172911	0.59203637	0.27822813
0.255000	0.40871507	0.48416981	0.15874952	0.00374189	0.88801098	-0.01774645
0.256000	0.57314539	-0.17355138	-0.17011073	0.44770375	0.59203637	0.35222176
0.257000	0.40871507	-0.00912102	1.14533114	0.44770375	0.69069457	0.27822813
0.258000	0.24428475	0.15530922	1.14533114	0.29971641	0.69069457	0.05624718
0.259000	0.40871507	0.48416981	-0.49897191	0.29971641	0.88801098	0.05624718
0.260000	0.57314539	-0.33798173	0.48761070	0.29971641	0.69069457	0.20423448
0.261000	0.57314539	-0.17355138	-0.17011073	0.29971641	0.78935272	0.13024084
0.262000	0.73757571	-0.17355138	0.48761070	0.29971641	0.78935272	0.42621544
0.263000	0.73757571	0.48416981	1.14533114	0.15172911	0.69069457	0.42621544
0.264000	0.24428475	-0.33798173	0.81647092	0.29971641	0.59203637	0.20423448
0.265000	0.40871507	0.15530922	0.48761070	0.00374189	0.49337816	0.20423448
0.266000	-0.41343656	0.31973970	-0.17011073	0.00374189	0.78935272	0.35222176
0.267000	0.07985439	-0.17355138	-1.15669334	0.29971641	0.49337816	0.20423448
0.268000	0.40871507	-0.33798173	1.14533114	0.15172911	0.59203637	0.20423448
0.269000	1.23086667	-0.00912102	-1.15669334	0.44770375	0.69069457	0.27822813
0.270000	0.24428475	-0.17355138	-1.15669334	0.44770375	0.88801098	0.27822813
0.271000	0.57314539	0.15530922	-0.17011073	0.00374189	0.59203637	0.27822813
0.272000	0.57314539	-0.33798173	0.15874952	0.15172911	0.88801098	0.05624718
0.273000	0.90200603	-0.33798173	-0.49897191	0.29971641	0.59203637	0.20423448
0.274000	0.40871507	-0.66684234	1.47419238	-0.14424543	0.78935272	0.35222176
0.275000	0.90200603	0.31973970	-1.15669334	0.29971641	0.88801098	0.35222176
0.276000	0.40871507	-0.00912102	0.48761070	0.15172911	0.29606181	0.27822813
0.277000	0.57314539	0.15530922	-0.17011073	-0.14424543	0.98666918	0.27822813
0.278000	0.40871507	-0.33798173	1.47419238	-0.29223275	0.49337816	0.35222176
0.279000	0.57314539	-0.33798173	-0.17011073	0.29971641	0.59203637	0.42621544
0.280000	1.06643641	0.48416981	-0.49897191	-0.29223275	0.78935272	0.27822813
0.281000	0.73757571	-0.33798173	-0.49897191	0.15172911	0.69069457	0.50020909
0.282000	0.57314539	-0.00912102	-0.82783216	-0.14424543	0.78935272	0.27822813
0.283000	0.40871507	-0.00912102	-0.82783216	-0.58820730	0.39471999	0.42621544
0.284000	0.73757571	-0.00912102	-0.82783216	-0.14424543	0.39471999	0.35222176
0.285000	-0.24900626	-0.00912102	-0.49897191	-0.14424543	0.49337816	0.20423448
0.286000	0.24428475	0.31973970	-1.15669334	-0.14424543	0.98666918	0.42621544
0.287000	0.24428475	-0.33798173	-0.17011073	-0.14424543	0.69069457	0.42621544
0.288000	0.40871507	-0.00912102	-0.82783216	-0.14424543	0.69069457	0.27822813
0.289000	0.40871507	0.31973970	-1.15669334	-0.14424543	0.69069457	0.27822813
0.290000	0.40871507	-0.17355138	-0.82783216	-0.29223275	0.59203637	0.50020909
0.291000	0.90200603	-0.00912102	-1.81441379	0.00374189	0.59203637	0.13024084
0.292000	0.40871507	-0.17355138	0.48761070	-0.44022003	0.39471999	0.13024084
0.293000	0.40871507	-0.33798173	-0.49897191	-0.73619461	0.49337816	0.27822813
0.294000	0.40871507	-0.00912102	0.15874952	-0.14424543	0.49337816	0.27822813
0.295000	0.24428475	0.31973970	-0.82783216	0.00374189	0.39471999	0.05624718
0.296000	0.07985439	-0.50241208	-0.82783216	-0.29223275	0.49337816	0.42621544
0.297000	0.57314539	-0.00912102	-1.81441379	-0.14424543	0.69069457	0.35222176
0.298000	0.24428475	-0.33798173	-1.15669334	-0.58820730	0.19740361	0.13024084
0.299000	-0.08457591	0.15530922	-0.82783216	-0.29223275	0.39471999	0.42621544
0.300000	0.40871507	-0.66684234	-1.15669334	-0.44022003	0.59203637	0.27822813
0.301000	0.40871507	-0.33798173	-0.49897191	-0.58820730	0.49337816	0.57420272
0.302000	0.73757571	-0.33798173	-1.81441379	0.29971641	0.39471999	0.20423448
0.303000	0.24428475	-0.66684234	-2.14327502	-0.44022003	0.69069457	0.50020909
0.304000	0.24428475	-0.17355138	-0.82783216	-0.29223275	0.49337816	0.27822813
0.305000	0.24428475	-0.17355138	-1.48555362	-0.29223275	0.09874541	0.42621544
0.306000	-0.08457591	-0.66684234	-0.82783216	-0.14424543	0.19740361	0.20423448
0.307000	-0.08457591	-0.66684234	-3.12985659	-0.58820730	0.59203637	0.42621544
0.308000	0.24428475	-0.83127266	-0.49897191	0.15172911	0.29606181	0.50020909
0.309000	0.07985439	-0.33798173	-1.48555362	-0.14424543	0.69069457	0.20423448
0.310000	0.24428475	-0.33798173	-1.81441379	-0.44022003	0.59203637	0.27822813
0.311000	0.57314539	-0.66684234	-0.82783216	-0.44022003	0.19740361	0.35222176
0.312000	0.24428475	-0.00912102	-2.14327502	-0.29223275	0.39471999	0.27822813
0.313000	-0.08457591	-0.50241208	-1.15669334	-0.44022003	0.59203637	0.42621544
0.314000	0.07985439	-0.33798173	-0.82783216	-0.44022003	0.29606181	0.50020909
0.315000	0.07985439	-0.50241208	-1.81441379	-0.58820730	0.39471999	0.50020909
0.316000	0.24428475	-0.00912102	-0.17011073	-0.29223275	0.29606181	0.27822813
0.317000	0.07985439	-0.83127266	-1.48555362	-0.44022003	0.59203637	0.27822813
0.318000	0.24428475	-0.66684234	-1.81441379	-0.73619461	0.09874541	0.57420272
0.319000	0.07985439	-0.50241208	-0.17011073	-0.14424543	0.39471999	0.35222176
0.320000	-0.08457591	-0.33798173	-2.47213531	-0.73619461	0.29606181	0.20423448
